# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	TOKENS	STRUCTURE	ALIGNMENT	CROSSIDS
10940	Lashi	clean	saːn⁵⁵	s aː n ⁵⁵	i n c t	s - aː n ⁵⁵	3138
#
934	Rangoon	clear (water)	tɕi²²	tɕ i ²²	i n t	tɕ i ²²	3149
2691	Achang_Longchuan	clear (water)	kʐəŋ³¹	k ʐ ə ŋ ³¹	i m n c t	k ʐ ə ŋ ³¹	3148
4246	Xiandao	clear (water)	kɯŋ³¹	k ɯ ŋ ³¹	i n c t	k - ɯ ŋ ³¹	3148
5866	Atsi	clear (water)	kjiŋ²¹	k j i ŋ ²¹	i m n c t	k j i ŋ ²¹	3148
7565	Maru	clear (water)	kjaŋ³⁵	k j a ŋ ³⁵	i m n c t	k j a ŋ ³⁵	3148
9246	Bola	clear (water)	kjaŋ³¹	k j a ŋ ³¹	i m n c t	k j a ŋ ³¹	3148
10890	Lashi	clear (water)	kjəːŋ³³	k j əː ŋ ³³	i m n c t	k j əː ŋ ³³	3148
#
997	Rangoon	clear / lucid	ɕĩ⁵⁵	ɕ ĩ ∼ ⁵⁵	i n c t	ɕ ĩ ∼ ⁵⁵	14043
2753	Achang_Longchuan	clear / lucid	sa³⁵	s a ³⁵	i n t	s a ³⁵	3156
4307	Xiandao	clear / lucid	min³¹	m i n ³¹	i n c t	m i n ³¹	3159
5930	Atsi	clear / lucid	san²¹	s a n ²¹	i n c t	s a n ²¹	14043
9309	Bola	clear / lucid	khjɔ̃⁵⁵	khj ɔ̃ ∼ ⁵⁵	i n c t	khj ɔ̃ ∼ ⁵⁵	3158
#
1566	Rangoon	clear, be (weather) / sunny	ne²²tθɑ²²	n e ²² + tθ ɑ ²²	i n t + i n t	n e ²² + tθ ɑ ²²	3167 3168
3278	Achang_Longchuan	clear, be (weather) / sunny	mau³¹ səŋ³¹	m au ³¹ + s ə ŋ ³¹	i n t + i n c t	m au - - ³¹ + s ə ŋ ³¹	3318 3163
4748	Xiandao	clear, be (weather) / sunny	mau³¹ phɔŋ³¹	m au ³¹ + ph ɔ ŋ ³¹	i n t + i n c t	m au - - ³¹ + ph ɔ ŋ ³¹	3318 3164
6501	Atsi	clear, be (weather) / sunny	mau²¹ phoŋ²¹	m a u ²¹ + pʰ o ŋ ²¹	i n N t + i n c t	m a u - ²¹ + pʰ o ŋ ²¹	3318 3164
8137	Maru	clear, be (weather) / sunny	muk⁵⁵phuŋ³⁵	m u k ⁵⁵ + ph u ŋ ³⁵	i n c t + i n c t	m u - k ⁵⁵ + ph u ŋ ³⁵	3318 3164
9863	Bola	clear, be (weather) / sunny	mau³¹phuŋ³⁵	m au ³¹ + ph u ŋ ³⁵	i n t + i n c t	m au - - ³¹ + ph u ŋ ³⁵	3318 3164
11423	Lashi	clear, be (weather) / sunny	mpu³³tshuːt⁵⁵	m p u ³³ + tsh uː t ⁵⁵	i m n t + i n c t	m p u ³³ + tsh uː t ⁵⁵	3165 3166
#
1006	Rangoon	clever	lẽ²²mɑ²²	l ẽ ∼ ²² + m ɑ ²²	i n c t + i n t	l ẽ ∼ ²² + m ɑ ²²	3181 3182
2762	Achang_Longchuan	clever	phai³⁵	pʰ ai ³⁵	i n t	pʰ ai ³⁵	3177
5939	Atsi	clever	let⁵⁵	l e t ⁵⁵	i n c t	l e t ⁵⁵	3178
7631	Maru	clever	lak⁵⁵	l a k ⁵⁵	i n c t	l a k ⁵⁵	3178
9318	Bola	clever	kat³¹	k a t ³¹	i n c t	k a t ³¹	3179
10952	Lashi	clever	tsiːn³³	ts iː n ³³	i n c t	ts iː n ³³	3180
#
26	Rangoon	cliff	kɑ̃⁵⁵pɑ⁵⁵pjɑʔ⁴	k ɑ̃ ∼ ⁵⁵ + p ɑ ⁵⁵ + p j ɑ ʔ ⁴	i n c t + i n t + i m n c t	k ɑ̃ ∼ ⁵⁵ + p ɑ ⁵⁵ + p j ɑ ʔ ⁴	9738 2179 3188
1857	Achang_Longchuan	cliff	pum⁵⁵ʐəŋ³¹	p u m ⁵⁵ + ʐ ə ŋ ³¹	i n c t + i n c t	p u m ⁵⁵ + ʐ ə ŋ ³¹	3185 3186
3522	Xiandao	cliff	phʐa³⁵xum³⁵	phʐ a ³⁵ + x u m ³⁵	i n t + i n c t	phʐ a ³⁵ + x u m ³⁵	2179 3192
4963	Atsi	cliff	kam²¹pjo̱ʔ⁵⁵	k a m ²¹ + ˀp j o ʔ ⁵⁵	i n c t + i m n c t	k a m ²¹ + ˀp j o ʔ ⁵⁵	9738 3188
6751	Maru	cliff	pjɔʔ³¹kjat³¹	p j ɔ ʔ ³¹ + k j a t ³¹	i m n c t + i m n c t	p j ɔ ʔ ³¹ + k j a t ³¹	3188 3190
8377	Bola	cliff	pjaʔ³¹tu̱i³⁵	p j a ʔ ³¹ + ˀt ui ³⁵	i m n c t + i n t	p j a ʔ ³¹ + ˀt ui ³⁵	3188 3189
#
1030	Rangoon	cliffy / precipitous	mɑʔ⁴sɑuʔ⁴	/ʔ m ɑ ʔ ⁴ + s ɑ u ʔ ⁴	i m n c t + i n N c t	/ʔ m ɑ ʔ ⁴ + s ɑ u ʔ ⁴	3207 3208
2782	Achang_Longchuan	cliffy / precipitous	tau³¹	t au ³¹	i n t	t au ³¹	3199
4321	Xiandao	cliffy / precipitous	phʐa³⁵	phʐ a ³⁵	i n t	phʐ a ³⁵	3209
5964	Atsi	cliffy / precipitous	kam²¹	k a m ²¹	i n c t	k a m ²¹	3200
7647	Maru	cliffy / precipitous	tɔʔ³¹	t ɔ ʔ ³¹	i n c t	t ɔ ʔ ³¹	3206
9341	Bola	cliffy / precipitous	tu̱ŋ³⁵la̱ŋ³⁵tu̱ŋ³⁵khøʔ⁵⁵	ˀt u ŋ ³⁵ + ˀl a ŋ ³⁵ + ˀt u ŋ ³⁵ + kh ø ʔ ⁵⁵	i n c t + i n c t + i n c t + i n c t	ˀt u ŋ ³⁵ + ˀl a ŋ ³⁵ + ˀt u ŋ ³⁵ + kh ø ʔ ⁵⁵	3201 3202 3203 3204
10967	Lashi	cliffy / precipitous	pjɔ̱ːʔ⁵⁵	ˀp j ɔː ʔ ⁵⁵	i m n c t	ˀp j ɔː ʔ ⁵⁵	3205
#
1437	Rangoon	climb (a mountain)	tɛʔ⁴	t ɛ ʔ ⁴	i n c t	t ɛ ʔ ⁴	3211
3150	Achang_Longchuan	climb (a mountain)	thɔ³⁵	tʰ ɔ ³⁵	i n t	tʰ ɔ - ³⁵	3211
4632	Xiandao	climb (a mountain)	tɔʔ⁵⁵	t ɔ ʔ ⁵⁵	i n c t	t ɔ ʔ ⁵⁵	3211
6369	Atsi	climb (a mountain)	toʔ²¹	t o ʔ ²¹	i n c t	t o ʔ ²¹	3211
8008	Maru	climb (a mountain)	tu³⁵	t u ³⁵	i n t	t u - ³⁵	3211
9732	Bola	climb (a mountain)	taʔ³¹	t a ʔ ³¹	i n c t	t a ʔ ³¹	3211
11306	Lashi	climb (a mountain)	tɔːʔ³¹	t ɔː ʔ ³¹	i n c t	t ɔː ʔ ³¹	3211
#
1438	Rangoon	climb up (a tree)	tɛʔ⁴	t ɛ ʔ ⁴	i n c t	t ɛ ʔ ⁴	3219
3151	Achang_Longchuan	climb up (a tree)	tɔʔ⁵⁵	t ɔ ʔ ⁵⁵	i n c t	t ɔ ʔ ⁵⁵	3219
4633	Xiandao	climb up (a tree)	tɔʔ⁵⁵	t ɔ ʔ ⁵⁵	i n c t	t ɔ ʔ ⁵⁵	3219
6370	Atsi	climb up (a tree)	toʔ²¹	t o ʔ ²¹	i n c t	t o ʔ ²¹	3219
8009	Maru	climb up (a tree)	tɔʔ³¹	t ɔ ʔ ³¹	i n c t	t ɔ ʔ ³¹	3219
9733	Bola	climb up (a tree)	taʔ³¹	t a ʔ ³¹	i n c t	t a ʔ ³¹	3219
11307	Lashi	climb up (a tree)	tɔːʔ³¹	t ɔː ʔ ³¹	i n c t	t ɔː ʔ ³¹	3219
#
1275	Rangoon	close (a book)	si⁵³thɑ⁵⁵	s i ⁵³ + tʰ ɑ ⁵⁵	i n t + i n t	s i ⁵³ + tʰ ɑ ⁵⁵	3230 3231
6209	Atsi	close (a book)	tsup²¹	ts u p ²¹	i n c t	ts u p ²¹	3227
9575	Bola	close (a book)	pɔ̱ŋ³¹kɛ̱ʔ⁵⁵	ˀp ɔ ŋ ³¹ + ˀk ɛ ʔ ⁵⁵	i n c t + i n c t	ˀp ɔ ŋ ³¹ + ˀk ɛ ʔ ⁵⁵	3228 3229
11169	Lashi	close (a book)	tsuːm³¹	ts uː m ³¹	i n c t	ts uː m ³¹	3227
#
1528	Rangoon	close (an umbrella)	peʔ⁴	p e ʔ ⁴	i n c t	p e ʔ ⁴	3237
3239	Achang_Longchuan	close (an umbrella)	xop³⁵	x o p ³⁵	i n c t	x o p ³⁵	3234
6462	Atsi	close (an umbrella)	phek⁵⁵	pʰ e k ⁵⁵	i n c t	pʰ e k ⁵⁵	3235
8098	Maru	close (an umbrella)	mji̱k⁵⁵	ˀm j i k ⁵⁵	i m n c t	ˀm j i k ⁵⁵	3236
9824	Bola	close (an umbrella)	phak⁵⁵	ph a k ⁵⁵	i n c t	ph a k ⁵⁵	3235
#
1260	Rangoon	close (the door)	peʔ⁴	p e ʔ ⁴	i n c t	p e ʔ ⁴	3242
2994	Achang_Longchuan	close (the door)	kaŋ³⁵	k a ŋ ³⁵	i n c t	k a ŋ ³⁵	3240
4502	Xiandao	close (the door)	tshi³⁵	tsh i ³⁵	i n t	tsh i ³⁵	3243
6193	Atsi	close (the door)	mji̱²¹	ˀm j i ²¹	i m n t	ˀm j i - ²¹	564
7850	Maru	close (the door)	mji̱k⁵⁵	ˀm j i k ⁵⁵	i m n c t	ˀm j i k ⁵⁵	564
9559	Bola	close (the door)	mə̱i³⁵	ˀm əi ³⁵	i n t	ˀm - əi - ³⁵	564
11156	Lashi	close (the door)	mje̱ːi⁵⁵	ˀm j eːi ⁵⁵	i m n t	ˀm j eːi - ⁵⁵	564
#
1060	Rangoon	close (the mouth)	peʔ⁴	p e ʔ ⁴	i n c t	p e ʔ ⁴	3251
2810	Achang_Longchuan	close (the mouth)	thum³¹	tʰ u m ³¹	i n c t	tʰ u m ³¹	3248
5995	Atsi	close (the mouth)	lo̱ʔ⁵⁵mji̱²¹	ˀl o ʔ ⁵⁵ + ˀm j i ²¹	i n c t + i m n t	ˀl o ʔ ⁵⁵ + ˀm j i - ²¹	3249 3250
7671	Maru	close (the mouth)	mji̱k⁵⁵	ˀm j i k ⁵⁵	i m n c t	ˀm j i k ⁵⁵	3250
9371	Bola	close (the mouth)	mi̱³⁵	ˀm i ³⁵	i n t	ˀm - i - ³⁵	3250
#
1422	Rangoon	close (the mouth) lightly	peʔ⁴	p e ʔ ⁴	i n c t	p e ʔ ⁴	3259
4618	Xiandao	close (the mouth) lightly	thum³¹	th u m ³¹	i n c t	th u m ³¹	3260
6354	Atsi	close (the mouth) lightly	mji̱²¹to̱²¹	ˀm j i ²¹ + ˀt o ²¹	i m n t + i n t	ˀm j i ²¹ + ˀt o ²¹	564 3256
9717	Bola	close (the mouth) lightly	ʃam³⁵ŋam⁵⁵	ʃ a m ³⁵ + ŋ a m ⁵⁵	i n c t + i n c t	ʃ a m ³⁵ + ŋ a m ⁵⁵	3257 3258
11291	Lashi	close (the mouth) lightly	mje̱ːi⁵⁵	ˀm j eːi ⁵⁵	i m n t	ˀm j eːi ⁵⁵	564
#
435	Rangoon	cloth	peʔ⁴	p e ʔ ⁴	i n c t	p e ʔ ⁴	3266
2226	Achang_Longchuan	cloth	ti³¹tʂaŋ³¹	t i ³¹ + tʂ a ŋ ³¹	i n t + i n c t	t i ³¹ + tʂ a ŋ ³¹	3263 15876
3866	Xiandao	cloth	tɔʔ³¹tʂaŋ³¹	t ɔ ʔ ³¹ + tʂ a ŋ ³¹	i n c t + i n c t	t ɔ ʔ ³¹ + tʂ a ŋ ³¹	3267 15876
5367	Atsi	cloth	pa̱n⁵⁵	ˀp a n ⁵⁵	i n c t	ˀp a n ⁵⁵	3265
7113	Maru	cloth	pə̱ŋ³⁵	ˀp ə ŋ ³⁵	i n c t	ˀp ə ŋ ³⁵	3265
8757	Bola	cloth	pɛ̱̃³⁵	ˀp ɛ̃ ∼ ³⁵	i n c t	ˀp ɛ̃ ∼ ³⁵	3265
10460	Lashi	cloth	pa̱n³³	ˀp a n ³³	i n c t	ˀp a n ³³	3265
#
446	Rangoon	cloth (colorful, worn on the head)	gɑ̃u⁵⁵si⁵⁵pu⁵³wɑ²	g ɑ̃ u ∼ ⁵⁵ + s i ⁵⁵ + p u ⁵³ + /ʔ w ɑ ²	i n N c t + i n t + i n t + i m n t	g ɑ̃ u ∼ ⁵⁵ + s i ⁵⁵ + p u ⁵³ + /ʔ w ɑ ²	3277 3278 3279 3280
2236	Achang_Longchuan	cloth (colorful, worn on the head)	phaʔ³¹tʂuaŋ³⁵	pʰ a ʔ ³¹ + tʂ ua ŋ ³⁵	i n c t + i n c t	pʰ a ʔ ³¹ + tʂ ua ŋ ³⁵	3273 3274
5378	Atsi	cloth (colorful, worn on the head)	ŭ²¹thup⁵⁵	/ʔ ŭ ²¹ + tʰ u p ⁵⁵	i n t + i n c t	/ʔ ŭ ²¹ + tʰ u p ⁵⁵	825 3276
7121	Maru	cloth (colorful, worn on the head)	a̱u³⁵thap⁵⁵	ˀ/ʔ au ³⁵ + th a p ⁵⁵	i n t + i n c t	ˀ/ʔ au ³⁵ + th a p ⁵⁵	825 3276
8768	Bola	cloth (colorful, worn on the head)	ŭ³⁵thap³⁵	/ʔ ŭ ³⁵ + th a p ³⁵	i n t + i n c t	/ʔ ŭ ³⁵ + th a p ³⁵	825 3276
#
439	Rangoon	cloth (woollen)	tθɛʔ⁴kɑ⁵³lɑʔ⁴	tθ ɛ ʔ ⁴ + k ɑ ⁵³ + l ɑ ʔ ⁴	i n c t + i n t + i n c t	tθ ɛ ʔ ⁴ + k ɑ ⁵³ + l ɑ ʔ ⁴	3290 3291 3292
5371	Atsi	cloth (woollen)	sau²¹pu²¹	s a u ²¹ + p u ²¹	i n N t + i n t	s a u ²¹ + p u ²¹	3286 3287
8761	Bola	cloth (woollen)	niʔ³¹tsɿ⁵¹	n i ʔ ³¹ + ts ɿ ⁵¹	i n c t + i n t	n i ʔ ³¹ + ts ɿ ⁵¹	3288 3289
#
440	Rangoon	clothing / garment	ĩ⁵⁵tɕi²²	/ʔ ĩ ∼ ⁵⁵ + tɕ i ²²	i n c t + i n t	/ʔ ĩ ∼ ⁵⁵ + tɕ i ²²	3298 3414
2230	Achang_Longchuan	clothing / garment	tse³¹	ts e ³¹	i n t	ts e ³¹	3414
3867	Xiandao	clothing / garment	tsi³¹	ts i ³¹	i n t	ts i ³¹	3414
5372	Atsi	clothing / garment	pu²¹	p u ²¹	i n t	p - u ²¹	3295
8762	Bola	clothing / garment	pu³¹	p u ³¹	i n t	p - u ³¹	3295
10463	Lashi	clothing / garment	pji³³	p j i ³³	i m n t	p j i ³³	3295
11875	Old_Burmese	clothing / garment	aʔ◦wat	ʔ a ⁵³ + w a t ⁴	i n t + i n c t	ʔ a ⁵³ + w a t ⁴	3296 3297
#
7	Rangoon	cloud	tẽ²²	t ẽ ∼ ²²	i n c t	t ẽ ∼ ²²	3305
1838	Achang_Longchuan	cloud	xan³¹tɕin³¹	x a n ³¹ + tɕ i n ³¹	i n c t + i n c t	x a n ³¹ + tɕ i n ³¹	3304 3305
3505	Xiandao	cloud	çaŋ⁵⁵cin³¹	ç a ŋ ⁵⁵ + c i n ³¹	i n c t + i n c t	ç a ŋ ⁵⁵ + c i n ³¹	3309 3305
4944	Atsi	cloud	mu̱t⁵⁵mau⁵⁵	ˀm u t ⁵⁵ + m a u ⁵⁵	i n c t + i n N t	ˀm u t ⁵⁵ + m a u ⁵⁵	6911 3307
6734	Maru	cloud	tʃa̱m³¹thɔi³⁵	ˀtʃ a m ³¹ + th ɔi ³⁵	i n c t + i n t	ˀtʃ a m ³¹ + th ɔi ³⁵	3305 3308
8358	Bola	cloud	tʃa̱m⁵⁵	ˀtʃ a m ⁵⁵	i n c t	ˀtʃ a m ⁵⁵	3305
10099	Lashi	cloud	tsɔ̱m⁵⁵mou⁵⁵	ˀts ɔ m ⁵⁵ + m ou ⁵⁵	i n c t + i n t	ˀts ɔ m ⁵⁵ + m ou - ⁵⁵	3305 6911
11628	Old_Burmese	cloud	tim	t i m ²²	i n c t	t i m ²²	3305
#
1565	Rangoon	cloudy, be (sky) / overcast	mo⁵⁵õ⁵³	/ʔ m o ⁵⁵ + /ʔ õ ∼ ⁵³	i m n t + i n c t	/ʔ m o - - ⁵⁵ + /ʔ õ ∼ ⁵³	3318 3321
3277	Achang_Longchuan	cloudy, be (sky) / overcast	mau³¹tʂau³⁵	m au ³¹ + tʂ au ³⁵	i n t + i n t	m - au - - ³¹ + tʂ au - ³⁵	3318 3319
4747	Xiandao	cloudy, be (sky) / overcast	mau³¹ tau³¹	m au ³¹ + t au ³¹	i n t + i n t	m - au - - ³¹ + t au - ³¹	3318 3319
6500	Atsi	cloudy, be (sky) / overcast	mau²¹ tsau⁵⁵	m a u ²¹ + ts a u ⁵⁵	i n N t + i n N t	m - a u - ²¹ + ts a u ⁵⁵	3318 3319
8136	Maru	cloudy, be (sky) / overcast	muk⁵⁵tap³¹	m u k ⁵⁵ + t a p ³¹	i n c t + i n c t	m - u - k ⁵⁵ + t a p ³¹	3318 3320
9862	Bola	cloudy, be (sky) / overcast	mau³¹tap⁵⁵	m au ³¹ + t a p ⁵⁵	i n t + i n c t	m - au - - ³¹ + t a p ⁵⁵	3318 3320
11422	Lashi	cloudy, be (sky) / overcast	mou³³tsaːu⁵⁵	m ou ³³ + ts aːu ⁵⁵	i n t + i n t	m - ou - - ³³ + ts aːu - ⁵⁵	3318 3319
11848	Old_Burmese	cloudy, be (sky) / overcast	muiwḥ◦umʔ	m ə w ⁵⁵ + ʔ u m ⁵³	i n c t + i n c t	m - ə - w ⁵⁵ + ʔ u m ⁵³	3318 3321
#
1019	Rangoon	clumsy / awkward	ɑ⁵³	/ʔ ɑ ⁵³	i n t	/ʔ ɑ ⁵³	3337
2774	Achang_Longchuan	clumsy / awkward	puaŋ³¹	p ua ŋ ³¹	i n c t	p ua ŋ ³¹	3335
5953	Atsi	clumsy / awkward	ko⁵¹	k o ⁵¹	i n t	k o ⁵¹	1405
7640	Maru	clumsy / awkward	kɔ³¹	k ɔ ³¹	i n t	k ɔ ³¹	1405
9331	Bola	clumsy / awkward	pɛ̃³¹	p ɛ̃ ∼ ³¹	i n c t	p ɛ̃ ∼ ³¹	3335
#
57	Rangoon	coal	tɕɑuʔ⁴mi⁵⁵tθwe⁵⁵	tɕ ɑ u ʔ ⁴ + m i ⁵⁵ + tθ w e ⁵⁵	i n N c t + i n t + i m n t	tɕ ɑ u ʔ ⁴ + m - i - ⁵⁵ + tθ w e ⁵⁵	3345 3341 3346
1884	Achang_Longchuan	coal	mei³¹	m ei ³¹	i n t	m - ei - ³¹	3341
4994	Atsi	coal	a²¹jo²¹mji²¹xə²¹	/ʔ a ²¹ + /ʔ j o ²¹ + m j i ²¹ + x ə ²¹	i n t + i m n t + i m n t + i n t	/ʔ a ²¹ + /ʔ j o ²¹ + m j i - ²¹ + x ə ²¹	3342 3343 3341 3344
6778	Maru	coal	mɛʔ³¹	m ɛ ʔ ³¹	i n c t	m - ɛ ʔ ³¹	3341
8405	Bola	coal	mɛʔ³¹	m ɛ ʔ ³¹	i n c t	m - ɛ ʔ ³¹	3341
#
1278	Rangoon	coax / fool	tɕhɔ⁵³	tɕʰ ɔ ⁵³	i n t	tɕʰ ɔ ⁵³	3355
3011	Achang_Longchuan	coax / fool	xup⁵⁵	x u p ⁵⁵	i n c t	x u p ⁵⁵	3352
4517	Xiandao	coax / fool	l̥au³⁵	l̥ au ³⁵	i n t	l̥ au ³⁵	3356
6212	Atsi	coax / fool	xu²¹	x u ²¹	i n t	x u ²¹	3353
7867	Maru	coax / fool	tʃu⁵⁵	tʃ u ⁵⁵	i n t	tʃ u ⁵⁵	3354
9578	Bola	coax / fool	tʃu̱³⁵	ˀtʃ u ³⁵	i n t	ˀtʃ u ³⁵	3354
11171	Lashi	coax / fool	tʃuː⁵³	tʃ uː ⁵³	i n t	tʃ uː ⁵³	3354
#
281	Rangoon	cock	tɕɛʔ⁴phɑ⁵³	tɕ ɛ ʔ ⁴ + pʰ ɑ ⁵³	i n c t + i n t	tɕ - ɛ ʔ ⁴ + pʰ ɑ ⁵³	3360 3362
2091	Achang_Longchuan	cock	kʐuaʔ⁵⁵lɔ³¹	k ʐ ua ʔ ⁵⁵ + l ɔ ³¹	i m n c t + i n t	k ʐ ua ʔ ⁵⁵ + l ɔ ³¹	3360 3361
3744	Xiandao	cock	kʐɔʔ⁵⁵phɔ³¹	kʐ ɔ ʔ ⁵⁵ + ph ɔ ³¹	i n c t + i n t	kʐ - ɔ ʔ ⁵⁵ + ph ɔ ³¹	3360 3362
5216	Atsi	cock	voʔ²¹pho⁵⁵	v o ʔ ²¹ + pʰ o ⁵⁵	i n c t + i n t	v - o ʔ ²¹ + pʰ o ⁵⁵	3360 3362
6980	Maru	cock	ɣɔʔ³¹phɔ⁵⁵	ɣ ɔ ʔ ³¹ + ph ɔ ⁵⁵	i n c t + i n t	ɣ - ɔ ʔ ³¹ + ph ɔ ⁵⁵	3360 3362
8613	Bola	cock	ɣaʔ³¹pha³⁵	ɣ a ʔ ³¹ + ph a ³⁵	i n c t + i n t	ɣ - a ʔ ³¹ + ph a ³⁵	3360 3362
10331	Lashi	cock	kjoʔ³¹pho⁵³	k j o ʔ ³¹ + ph o ⁵³	i m n c t + i n t	k j o ʔ ³¹ + ph o ⁵³	3360 3362
#
284	Rangoon	cockscomb	tɕɛʔ⁴mɑuʔ⁴	tɕ ɛ ʔ ⁴ + m ɑ u ʔ ⁴	i n c t + i n N c t	tɕ ɛ ʔ ⁴ + m ɑ u ʔ ⁴	3377 3382
2094	Achang_Longchuan	cockscomb	ȵɔʔ⁵⁵pat³⁵	ȵ ɔ ʔ ⁵⁵ + p a t ³⁵	i n c t + i n c t	ȵ ɔ ʔ ⁵⁵ + p a t ³⁵	3375 6069
3747	Xiandao	cockscomb	n̥a³¹pap³⁵	n̥ a ³¹ + p a p ³⁵	i n t + i n c t	n̥ a ³¹ + p a p ³⁵	3383 6069
5219	Atsi	cockscomb	voʔ²¹tʃo²¹pan²¹	v o ʔ ²¹ + tʃ o ²¹ + p a n ²¹	i n c t + i n t + i n c t	v o ʔ ²¹ + tʃ o ²¹ + p - a n ²¹	3377 3378 3379
6983	Maru	cockscomb	tʃoʔ³¹pjɛn³⁵	tʃ o ʔ ³¹ + p j ɛ n ³⁵	i n c t + i m n c t	tʃ o ʔ ³¹ + p j ɛ n ³⁵	3377 3379
8616	Bola	cockscomb	ɣaʔ³¹tʃaʔ³¹pjɛn³¹	ɣ a ʔ ³¹ + tʃ a ʔ ³¹ + p j ɛ n ³¹	i n c t + i n c t + i m n c t	ɣ a ʔ ³¹ + tʃ a ʔ ³¹ + p j ɛ n ³¹	3380 3377 3379
10334	Lashi	cockscomb	kjɔɾ³¹pjɛn³³	k j ɔ ɾ ³¹ + p j ɛ n ³³	i m n c t + i m n c t	k j ɔ ɾ ³¹ + p j ɛ n ³³	3381 3379
#
11629	Old_Burmese	cold (water)	iyḥ	ʔ ə j ⁵⁵	i n c t	ʔ ə j ⁵⁵	3392
#
1788	Rangoon	cold (water) (note:+water)	tɕhɑ̃⁵⁵	tɕʰ ɑ̃ ∼ ⁵⁵	i n c t	tɕʰ ɑ̃ ∼ ⁵⁵	3394
#
1787	Rangoon	cold (weather) (note:+weather)	e⁵⁵	/ʔ e ⁵⁵	i n t	/ʔ e ⁵⁵	3396
#
2729	Achang_Longchuan	cold (weather, water)	kʐuat⁵⁵	k ʐ ua t ⁵⁵	i m n c t	k ʐ ua t ⁵⁵	3398
4283	Xiandao	cold (weather, water)	kʐot⁵⁵	kʐ o t ⁵⁵	i n c t	kʐ - o t ⁵⁵	3398
5904	Atsi	cold (weather, water)	kjoʔ²¹	k j o ʔ ²¹	i m n c t	k j o ʔ ²¹	3398
7599	Maru	cold (weather, water)	kjɔʔ³¹	k j ɔ ʔ ³¹	i m n c t	k j ɔ ʔ ³¹	3398
9283	Bola	cold (weather, water)	kjaʔ³¹	k j a ʔ ³¹	i m n c t	k j a ʔ ³¹	3398
10922	Lashi	cold (weather, water)	ŋaːm⁵⁵	ŋ aː m ⁵⁵	i n c t	ŋ aː m ⁵⁵	3399
#
1553	Rangoon	collapse / cave in / fall down	pjo²²	p j o ²²	i m n t	p j o - ²²	3406
3265	Achang_Longchuan	collapse / cave in / fall down	ȵɔp⁵⁵	ȵ ɔ p ⁵⁵	i n c t	ȵ ɔ p ⁵⁵	14897
4735	Xiandao	collapse / cave in / fall down	ɲɔp⁵⁵	ɲ ɔ p ⁵⁵	i n c t	ɲ ɔ p ⁵⁵	14897
6488	Atsi	collapse / cave in / fall down	pjoʔ²¹	p j o ʔ ²¹	i m n c t	p j o ʔ ²¹	3406
8124	Maru	collapse / cave in / fall down	kjøʔ³¹	k j ø ʔ ³¹	i m n c t	k j ø ʔ ³¹	3406
9850	Bola	collapse / cave in / fall down	kjøʔ³¹	k j ø ʔ ³¹	i m n c t	k j ø ʔ ³¹	3406
11412	Lashi	collapse / cave in / fall down	pjɔːʔ³¹	p j ɔː ʔ ³¹	i m n c t	p j ɔː ʔ ³¹	3406
11941	Old_Burmese	collapse / cave in / fall down	phruiw	ph r ə w ²²	i m n c t	ph r ə w ²²	3406
#
441	Rangoon	collar	kɔ²²lɑ²²	k ɔ ²² + l ɑ ²²	i n t + i n t	k ɔ ²² + l ɑ - ²²	3419 3418
2231	Achang_Longchuan	collar	tse³¹xɔ³¹sə³¹	ts e ³¹ + x ɔ ³¹ + s ə ³¹	i n t + i n t + i n t	ts e - ³¹ + x ɔ - ³¹ + s ə ³¹	3414 6665 3416
3868	Xiandao	collar	tsi³¹xʐoʔ⁵⁵	ts i ³¹ + xʐ o ʔ ⁵⁵	i n t + i n c t	ts i - ³¹ + xʐ o ʔ ⁵⁵	3414 6665
5373	Atsi	collar	pu²¹lin⁵¹tsiŋ²¹	p u ²¹ + l i n ⁵¹ + ts i ŋ ²¹	i n t + i n c t + i n c t	p - u ²¹ + l i n ⁵¹ + ts i ŋ ²¹	3417 3418 3414
7116	Maru	collar	pau³⁵laŋ³¹	p au ³⁵ + l a ŋ ³¹	i n t + i n c t	p - au ³⁵ + l a ŋ ³¹	3417 3418
8763	Bola	collar	pŭ³¹laŋ⁵⁵taŋ³¹	p ŭ ³¹ + l a ŋ ⁵⁵ + t a ŋ ³¹	i n t + i n c t + i n c t	p - ŭ ³¹ + l a ŋ ⁵⁵ + t a ŋ ³¹	3417 3418 3414
10464	Lashi	collar	pji³³ləŋ³¹	p j i ³³ + l ə ŋ ³¹	i m n t + i n c t	p j i ³³ + l ə ŋ ³¹	3417 3418
#
1449	Rangoon	collide / run into	tɑiʔ⁴	t ɑi ʔ ⁴	i n c t	t ɑi ʔ ⁴	3433
3161	Achang_Longchuan	collide / run into	thəŋ³⁵	tʰ ə ŋ ³⁵	i n c t	tʰ ə ŋ ³⁵	3432
4642	Xiandao	collide / run into	kɔk³¹ kɔ³⁵	k ɔ k ³¹ + k ɔ ³⁵	i n c t + i n t	k ɔ k ³¹ + k ɔ ³⁵	3434 3435
6381	Atsi	collide / run into	thuŋ²¹	tʰ u ŋ ²¹	i n c t	tʰ u ŋ ²¹	3432
8019	Maru	collide / run into	thauŋ³⁵	th au ŋ ³⁵	i n c t	th au ŋ ³⁵	3432
