ID	TOKENS	PROTOFORM	ALIGNMENT	IPA	COUNTERPART	COGID	DOCULECT	NOTE	STRUCTURE	BORROWING	CONCEPT	PROTO
66	θ ɜː s t	*θurstuz	θ ɜː - s t ( - - )	θɜːst	thirst	19	English				thirst	*θurstuz
67	d ɔ r s t	*θurstuz	d ɔ r s t ( - - )	dɔrst	dorst	19	Dutch				thirst	*θurstuz
1713	θ e s t i l a z	*θestilaz	θ e s t i l ( a z )	θestilaz	*θestilaz	470	Proto-Germanic				thistle	*θestilaz
1714	d ɪ s t ə l	*θestilaz	d ɪ s t ə l ( - - )	dɪstəl	Distel	470	German				thistle	*θestilaz
1715	θ ɪ s ə l	*θestilaz	θ ɪ s - ə l ( - - )	θɪsḷ	thistle	470	English				thistle	*θestilaz
1716	d ɪ s t ə l	*θestilaz	d ɪ s t ə l ( - - )	dɪstəl	distel	470	Dutch				thistle	*θestilaz
1657	θ u r n u z	*θurnuz	θ u r n ( u z )	θurnuz	*θurnuz	455	Proto-Germanic				thorn	*θurnuz
1658	d ɔ r n	*θurnuz	d ɔ r n ( - - )	dɔrn	Dorn	455	German				thorn	*θurnuz
1659	θ ɔː n	*θurnuz	θ ɔː - n ( - - )	θɔːn	thorn	455	English				thorn	*θurnuz
1660	d oː r n	*θurnuz	d oː r n ( - - )	doːrn	doorn	455	Dutch				thorn	*θurnuz
424	θ uː s + u n d iː	*θūs-undī	θ uː s ( + ) u n d ( iː )	θuːs+undiː	*θūs-undī	117	Proto-Germanic		C V C v c c		thousand	*θūs-undī
425	t au z ə n d	*θūs-undī	t au z ( - ) ə n d ( - )	tauzənt	tausend	117	German				thousand	*θūs-undī
426	θ aʊ z ə n d	*θūs-undī	θ aʊ z ( - ) ə n d ( - )	θaʊzṇd	thousand	117	English				thousand	*θūs-undī
427	d œy z ə n t	*θūs-undī	d œy z ( - ) ə n t ( - )	dœyzənt	duizend	117	Dutch				thousand	*θūs-undī
1348	θ r e s k a n a n	*θreskanan	θ - r e s k a n ( a n )	θreskanan	*θreskanan	370	Proto-Germanic				thrash	*θreskanan
1349	d r ɛ ʃ ə n	*θreskanan	d - r ɛ ʃ - ə n ( - - )	drɛʃən	dreschen	370	German				thrash	*θreskanan
1350	θ r æ ʃ	*θreskanan	θ - r æ ʃ - - - ( - - )	θræʃ	thrash	370	English				thrash	*θreskanan
1351	d ɔ r s ə	*θreskanan	d ɔ r - s - ə - ( - - )	dɔrsə	dorsen	370	Dutch				thrash	*θreskanan
225	θ r e j e z	*θrejez	θ r e j ( e z )	θrejez	*θrejez	63	Proto-Germanic				three	*θrejez
226	d r ai	*θrejez	d r ai - ( - - )	drai	drei	63	German				three	*θrejez
227	θ r iː	*θrejez	θ r iː - ( - - )	θriː	three	63	English				three	*θrejez
228	d r iː	*θrejez	d r iː - ( - - )	driː	drie	63	Dutch				three	*θrejez
547	θ u n r a z	*θunraz	θ u n - - r ( a z )	θunraz	*θunraz	150	Proto-Germanic				thunder	*θunraz
548	d ɔ n ə r	*θunraz	d ɔ n - ə r ( - - )	dɔnər	Donner	150	German				thunder	*θunraz
549	θ ʌ n d ə r	*θunraz	θ ʌ n d ə r ( - - )	θʌndər	thunder	150	English				thunder	*θunraz
550	d ɔ n d ə r	*θunraz	d ɔ n d ə r ( - - )	dɔndər	donder	150	Dutch				thunder	*θunraz
978	t i kː oː n	*tikkōn	t i kː ( oː n )	tikkoːn	*tikkōn	269	Proto-Germanic				tick	*tikkōn
979	ts ɛ k ə	*tikkōn	ts ɛ k ( ə - )	t͡sɛkə	Zecke	269	German				tick	*tikkōn
980	t ɪ k	*tikkōn	t ɪ k ( - - )	tɪk	tick	269	English				tick	*tikkōn
981	t eː k	*tikkōn	t eː k ( - - )	teːk	teek	269	Dutch				tick	*tikkōn
957	t iː d i z	*tīdiz	t iː d ( i z )	tiːdiz	*tīdiz	263	Proto-Germanic				tide	*tīdiz
958	ts ai t	*tīdiz	ts ai t ( - - )	t͡sait	Zeit	263	German				tide	*tīdiz
959	t aɪ d	*tīdiz	t aɪ d ( - - )	taɪd	tide	263	English				tide	*tīdiz
960	t ɛɪ t	*tīdiz	t ɛɪ t ( - - )	tɛɪt	tijd	263	Dutch				tide	*tīdiz
812	t e m r a n	*temran	t e m - - r ( a n )	temran	*temran	223	Proto-Germanic				timber	*temran
813	ts ɪ m ə r	*temran	ts ɪ m - ə r ( - - )	t͡sɪmər	Zimmer	223	German				timber	*temran
814	t ɪ m b ə r	*temran	t ɪ m b ə r ( - - )	tɪmbər	timber	223	English				timber	*temran
1720	t ai xʷ oː	*taixwō	t ai ( xʷ oː - )	taixwoː	*taixwō	472	Proto-Germanic				toe	*taixwō
1721	ts eː ə	*taixwō	ts eː ( - ə - )	t͡seːə	Zehe	472	German				toe	*taixwō
1722	t əʊ	*taixwō	t əʊ ( - - - )	təʊ	toe	472	English				toe	*taixwō
1723	t eː n	*taixwō	t eː ( - - n )	teːn	teen	472	Dutch				toe	*taixwō
1589	t ai k n a n	*taiknan	t ai k - n ( a n )	taiknan	*taiknan	436	Proto-Germanic				token	*taiknan
1590	ts ai x ə n	*taiknan	ts ai x ə n ( - - )	t͡saixən	Zeichen	436	German				token	*taiknan
1591	t əʊ k ə n	*taiknan	t əʊ k ə n ( - - )	təʊkən	token	436	English				token	*taiknan
1592	t eː k ə	*taiknan	t eː k ə - ( - - )	teːkə	teken	436	Dutch				token	*taiknan
1202	t a n g oː	*tangō	t a n g ( oː - )	tangoː	*tangō	330	Proto-Germanic				tongs	*tangō
1203	ts a ŋ ə	*tangō	ts a ŋ - ( ə - )	t͡saŋə	Zange	330	German				tongs	*tangō
1204	t ɔ ŋ z	*tangō	t ɔ ŋ - ( - z )	tɔŋz	tongs	330	English				tongs	*tangō
1205	t ɑ ŋ	*tangō	t ɑ ŋ - ( - - )	tɑŋ	tang	330	Dutch				tongs	*tangō
1673	t u n g oː n	*tungōn	t u n g oː ( n )	tungoːn	*tungōn	459	Proto-Germanic				tongue	*tungōn
1674	ts ʊ ŋ ə	*tungōn	ts ʊ ŋ - ə ( - )	t͡sʊŋə	Zunge	459	German				tongue	*tungōn
1675	t ʌ ŋ	*tungōn	t ʌ ŋ - - ( - )	tʌŋ	tongue	459	English				tongue	*tungōn
1676	t ɔ ŋ	*tungōn	t ɔ ŋ - - ( - )	tɔŋ	tong	459	Dutch				tongue	*tungōn
1739	t uː n a n	*tūnan	t uː n ( a n )	tuːnan	*tūnan	477	Proto-Germanic				town	*tūnan
1740	ts au n	*tūnan	ts au n ( - - )	t͡saun	Zaun	477	German				town	*tūnan
1741	t aʊ n	*tūnan	t aʊ n ( - - )	taʊn	town	477	English				town	*tūnan
1742	t œy n	*tūnan	t œy n ( - - )	tœyn	tuin	477	Dutch				town	*tūnan
1681	t r e d a n a n	*tredanan	t r e d a n ( a n )	tredanan	*tredanan	461	Proto-Germanic				tread	*tredanan
1682	t r eː t ə n	*tredanan	t r eː t ə n ( - - )	treːtən	treten	461	German				tread	*tredanan
1683	t r ɛ d	*tredanan	t r ɛ d - - ( - - )	trɛd	tread	461	English				tread	*tredanan
1684	t r eː d ə	*tredanan	t r eː d ə - ( - - )	treːdə	treden	461	Dutch				tread	*tredanan
1216	t r u g a n	*trugan	t r u g ( a n )	trugan	*trugan	334	Proto-Germanic				trough	*trugan
1217	t r oː k	*trugan	t r oː k ( - - )	troːk	Trog	334	German				trough	*trugan
1218	t r ɔ f	*trugan	t r ɔ f ( - - )	trɔf	trough	334	English				trough	*trugan
653	w a d a n a n	*wadanan	w a d a n ( a n )	wadanan	*wadanan	180	Proto-Germanic				wade	*wadanan
654	v aː t ə n	*wadanan	v aː t ə n ( - - )	vaːtən	waten	180	German				wade	*wadanan
655	ʋ eɪ d	*wadanan	ʋ eɪ d - - ( - - )	ʋeɪd	wade	180	English				wade	*wadanan
656	ʋ aː d ə	*wadanan	ʋ aː d ə - ( - - )	ʋaːdə	waden	180	Dutch				wade	*wadanan
634	w a g n a z	*wagnaz	w a g - n ( a z )	wagnaz	*wagnaz	175	Proto-Germanic				wain	*wagnaz
635	v aː ɡ ə n	*wagnaz	v aː ɡ ə n ( - - )	vaːɡən	Wagen	175	German				wain	*wagnaz
636	ʋ eɪ n	*wagnaz	ʋ eɪ - - n ( - - )	ʋeɪn	wain	175	English				wain	*wagnaz
637	ʋ aː ɣ ə	*wagnaz	ʋ aː ɣ ə - ( - - )	ʋaːɣə	wagen	175	Dutch				wain	*wagnaz
1038	w a k eː n a n	*wakēnan	w a k eː n ( a n )	wakeːnan	*wakēnan	285	Proto-Germanic				wake	*wakēnan
1039	v a x ə n	*wakēnan	v a x ə n ( - - )	vaxən	wachen	285	German				wake	*wakēnan
1040	ʋ eɪ k	*wakēnan	ʋ eɪ k - - ( - - )	ʋeɪk	wake	285	English				wake	*wakēnan
1041	ʋ aː k ə	*wakēnan	ʋ aː k ə - ( - - )	ʋaːkə	waken	285	Dutch				wake	*wakēnan
1766	w a r p a n	*warpan	w a r p ( a n )	warpan	*warpan	484	Proto-Germanic				warp	*warpan
1767	v ɛ r f t	*warpan	v ɛ r f ( t - )	vɛrft	Werft	484	German				warp	*warpan
1768	ʋ ɔː p	*warpan	ʋ ɔː - p ( - - )	ʋɔːp	warp	484	English				warp	*warpan
1769	ʋ ɛ r f	*warpan	ʋ ɛ r f ( - - )	ʋɛrf	werf	484	Dutch				warp	*warpan
1559	w e r p a n a n	*werpanan	w e r p a n ( a n )	werpanan	*werpanan	428	Proto-Germanic				warp	*werpanan
1560	v ɛ r f ə n	*werpanan	v ɛ r f ə n ( - - )	vɛrfən	werfen	428	German				warp	*werpanan
1561	ʋ ɔː p	*werpanan	ʋ ɔː - p - - ( - - )	ʋɔːp	warp	428	English				warp	*werpanan
1562	ʋ ɛ r p ə	*werpanan	ʋ ɛ r p ə - ( - - )	ʋɛrpə	werpen	428	Dutch				warp	*werpanan
1170	w a r t o	*warto	w a r - t o	warto	*warto	321	Proto-Germanic				wart	*warto
1171	v a r ts ə	*warto	v a r - ts ə	vart͡sə	Warze	321	German				wart	*warto
1172	ʋ ɔː t	*warto	ʋ ɔː - - t -	ʋɔːt	wart	321	English				wart	*warto
1173	ʋ r ɑ t	*warto	ʋ - r ɑ t -	ʋrɑt	wrat	321	Dutch				wart	*warto
998	w a s k a n a n	*waskanan	w a s k a n ( a n )	waskanan	*waskanan	274	Proto-Germanic				wash	*waskanan
999	v a ʃ ə n	*waskanan	v a ʃ - ə n ( - - )	vaʃən	waschen	274	German				wash	*waskanan
1000	ʋ ɔ ʃ	*waskanan	ʋ ɔ ʃ - - - ( - - )	ʋɔʃ	wash	274	English				wash	*waskanan
1001	ʋ ɑ s ə	*waskanan	ʋ ɑ s - ə - ( - - )	ʋɑsə	wassen	274	Dutch				wash	*waskanan
1276	w a b s a z	*wabsaz	w a - b s ( a z )	wabsaz	*wabsaz	351	Proto-Germanic				wasp	*wabsaz
1277	v ɛ s p ə	*wabsaz	v ɛ s p - ( ə - )	vɛspə	Wespe	351	German				wasp	*wabsaz
1278	ʋ ɔ s p	*wabsaz	ʋ ɔ s p - ( - - )	ʋɔsp	wasp	351	English				wasp	*wabsaz
1279	ʋ ɛ s p	*wabsaz	ʋ ɛ s p - ( - - )	ʋɛsp	wesp	351	Dutch				wasp	*wabsaz
1129	w a t n a n	*watnan	w a t oː r	watoːr	*watnan	310	Proto-Germanic				water	*watnan
1130	v a s ə r	*watnan	v a s ə r	vasər	Wasser	310	German				water	*watnan
1131	ʋ ɔː t ə r	*watnan	ʋ ɔː t ə r	ʋɔːtər	water	310	English				water	*watnan
1132	ʋ aː t ə r	*watnan	ʋ aː t ə r	ʋaːtər	water	310	Dutch				water	*watnan
846	w a x s a n	*waxsan	w a x s ( a n )	waxsan	*waxsan	233	Proto-Germanic				wax	*waxsan
847	v a k s	*waxsan	v a k s ( - - )	vaks	Wachs	233	German				wax	*waxsan
848	ʋ æ k s	*waxsan	ʋ æ k s ( - - )	ʋæks	wax	233	English				wax	*waxsan
849	ʋ ɑ s	*waxsan	ʋ ɑ - s ( - - )	ʋɑs	was	233	Dutch				wax	*waxsan
693	w a x s a n a n	*waxsanan	w a x s a n ( a n )	waxsanan	*waxsanan	191	Proto-Germanic				wax	*waxsanan
694	v a k s ə n	*waxsanan	v a k s ə n ( - - )	vaksən	wachsen	191	German				wax	*waxsanan
695	ʋ æ k s	*waxsanan	ʋ æ k s - - ( - - )	ʋæks	wax	191	English				wax	*waxsanan
696	ʋ ɑ s ə	*waxsanan	ʋ ɑ - s ə - ( - - )	ʋɑsə	wassen	191	Dutch				wax	*waxsanan
1880	w e g a z	*wegaz	w e g ( a z )	wegaz	*wegaz	516	Proto-Germanic				way	*wegaz
1881	v eː k	*wegaz	v eː k ( - - )	veːk	Weg	516	German				way	*wegaz
1882	ʋ eɪ	*wegaz	ʋ eɪ - ( - - )	ʋeɪ	way	516	English				way	*wegaz
1883	ʋ ɛ x	*wegaz	ʋ ɛ x ( - - )	ʋɛx	weg	516	Dutch				way	*wegaz
673	w eː p n a n	*wēpnan	w eː p n a n	weːpnan	*wēpnan	185	Proto-Germanic				weapon	*wēpnan
674	v a f ə	*wēpnan	v a f - ə -	vafə	Waffe	185	German				weapon	*wēpnan
675	ʋ ɛ p ə n	*wēpnan	ʋ ɛ p - ə n	ʋɛpən	weapon	185	English				weapon	*wēpnan
676	ʋ aː p ə	*wēpnan	ʋ aː p - ə -	ʋaːpə	wapen	185	Dutch				weapon	*wēpnan
1491	w e s l o n	*weslon	w e s - l ( o n )	weslon	*weslon	409	Proto-Germanic				weasel	*weslon
1492	v iː z ə l	*weslon	v iː z ə l ( - - )	viːzəl	Wiesel	409	German				weasel	*weslon
1493	ʋ iː z ə l	*weslon	ʋ iː z ə l ( - - )	ʋiːzḷ	weasel	409	English				weasel	*weslon
1494	ʋ eː z ə l	*weslon	ʋ eː z ə l ( - - )	ʋeːzəl	wezel	409	Dutch				weasel	*weslon
657	w e d r a n	*wedran	w e d - r ( a n )	wedran	*wedran	181	Proto-Germanic				weather	*wedran
658	v ɛ t ə r	*wedran	v ɛ t ə r ( - - )	vɛtər	Wetter	181	German				weather	*wedran
659	ʋ ɛ ð ə r	*wedran	ʋ ɛ ð ə r ( - - )	ʋɛðər	weather	181	English				weather	*wedran
660	ʋ eː d ə r	*wedran	ʋ eː d ə r ( - - )	ʋeːdər	weder	181	Dutch				weather	*wedran
1929	w e b a n a n	*webanan	w e b a n ( a n )	webanan	*webanan	530	Proto-Germanic				weave	*webanan
1930	v eː b ə n	*webanan	v eː b ə n ( - - )	veːbən	weben	530	German				weave	*webanan
1931	ʋ iː v	*webanan	ʋ iː v - - ( - - )	ʋiːv	weave	530	English				weave	*webanan
1932	ʋ eː v ə	*webanan	ʋ eː v ə - ( - - )	ʋeːvə	weven	530	Dutch				weave	*webanan
1318	w e s t a n eː	*westanē	w e s t a n ( eː )	westaneː	*westanē	362	Proto-Germanic				west	*westanē
1319	v ɛ s t ə n	*westanē	v ɛ s t ə n ( - )	vɛstən	Westen	362	German				west	*westanē
1320	ʋ ɛ s t	*westanē	ʋ ɛ s t - - ( - )	ʋɛst	west	362	English				west	*westanē
1321	ʋ ɛ s t ə	*westanē	ʋ ɛ s t ə - ( - )	ʋɛstə	westen	362	Dutch				west	*westanē
1118	w i θ r a	*wiθra	w i θ - r ( a )	wiθra	*wiθra	307	Proto-Germanic				wether	*wiθra
1119	v ɪ d ə r	*wiθra	v ɪ d ə r ( - )	vɪdər	Widder	307	German				wether	*wiθra
1120	ʋ ɛ ð ə r	*wiθra	ʋ ɛ ð ə r ( - )	ʋɛðər	wether	307	English				wether	*wiθra
1121	ʋ eː d ə r	*wiθra	ʋ eː d ə r ( - )	ʋeːdər	weder	307	Dutch				wether	*wiθra
410	w a l a z	*walaz	w a l ( a z )	walaz	*walaz	113	Proto-Germanic				whale	*walaz
411	v aː l	*walaz	v aː l ( - - )	vaːl	Wal	113	German				whale	*walaz
412	ʋ eɪ l	*walaz	ʋ eɪ l ( - - )	ʋeɪl	whale	113	English				whale	*walaz
413	ʋ ɑ l	*walaz	ʋ ɑ l ( - - )	ʋɑl	wal	113	Dutch				whale	*walaz
1784	xʷ iː l oː	*xwīlō	xʷ iː l ( oː )	xwiːloː	*xwīlō	489	Proto-Germanic				while	*xwīlō
1785	v ai l ə	*xwīlō	v ai l ( ə )	vailə	Weile	489	German				while	*xwīlō
1786	ʋ aɪ l	*xwīlō	ʋ aɪ l ( - )	ʋaɪl	while	489	English				while	*xwīlō
1787	ʋ ɛɪ l	*xwīlō	ʋ ɛɪ l ( - )	ʋɛɪl	wijl	489	Dutch				while	*xwīlō
687	w ai n oː j a n a n	*wainōjanan	w ai n oː j a n a n	wainoːjanan	*wainōjanan	189	Proto-Germanic				whine	*wainōjanan
688	v ai n ə n	*wainōjanan	v ai n - - ə n - -	vainən	weinen	189	German				whine	*wainōjanan
689	ʋ aɪ n	*wainōjanan	ʋ aɪ n - - - - - -	ʋaɪn	whine	189	English				whine	*wainōjanan
1233	x oː r oː n	*xōrōn	x oː r oː ( n )	xoːroːn	*xōrōn	339	Proto-Germanic				whore	*xōrōn
1234	h uː r ə	*xōrōn	h uː r ə ( - )	huːrə	Hure	339	German				whore	*xōrōn
1235	h ɔː r	*xōrōn	h ɔː r - ( - )	hɔːr	whore	339	English				whore	*xōrōn
1236	h uː r	*xōrōn	h uː r - ( - )	huːr	hoer	339	Dutch				whore	*xōrōn
194	w i d u w oː n	*widuwōn	w i d u w oː ( n )	widuwoːn	*widuwōn	55	Proto-Germanic				widow	*widuwōn
195	v ɪ t v ə	*widuwōn	v ɪ t - v ə ( - )	vɪtvə	Witwe	55	German				widow	*widuwōn
196	ʋ ɪ d əʊ	*widuwōn	ʋ ɪ d əʊ - - ( - )	ʋɪdəʊ	widow	55	English				widow	*widuwōn
197	ʋ eː d yː ʋ ə	*widuwōn	ʋ eː d yː ʋ ə ( - )	ʋeːdyːʋə	weduwe	55	Dutch				widow	*widuwōn
1263	w a l d a n a n	*waldanan	w a l d a n ( a n )	waldanan	*waldanan	347	Proto-Germanic				wield	*waldanan
1264	v a l t ə n	*waldanan	v a l t ə n ( - - )	valtən	walten	347	German				wield	*waldanan
1265	ʋ iː l d	*waldanan	ʋ iː l d - - ( - - )	ʋiːld	wield	347	English				wield	*waldanan
1	w iː b a n	*wīban	w iː b ( a n )	wiːban	*wīban	538	Proto-Germanic				wife	*wīban
2	v ai p	*wīban	v ai b ( - - )	vaip	Weib	538	German				wife	*wīban
3	ʋ aɪ f	*wīban	ʋ aɪ f ( - - )	ʋaɪf	wife	538	English				wife	*wīban
4	ʋ ɛɪ f	*wīban	ʋ ɛɪ f ( - - )	ʋɛɪf	wijf	538	Dutch				wife	*wīban
1104	w e x t i z	*wextiz	w e x t ( i z )	wextiz	*wextiz	303	Proto-Germanic				wight	*wextiz
1105	v ɪ x t	*wextiz	v ɪ x t ( - - )	vɪxt	Wicht	303	German				wight	*wextiz
1106	ʋ aɪ t	*wextiz	ʋ aɪ - t ( - - )	ʋaɪt	wight	303	English				wight	*wextiz
1661	w a l j a n a n	*waljanan	w a l j a n ( a n )	waljanan	*waljanan	456	Proto-Germanic				will	*waljanan
1662	v ɔ l ə n	*waljanan	v ɔ l - ə n ( - - )	vɔlən	wollen	456	German				will	*waljanan
1663	ʋ ɪ l	*waljanan	ʋ ɪ l - - - ( - - )	ʋɪl	will	456	English				will	*waljanan
1664	ʋ ɪ l ə	*waljanan	ʋ ɪ l - ə - ( - - )	ʋɪlə	willen	456	Dutch				will	*waljanan
214	w e l j oː n	*weljōn	w e l j oː ( n )	weljoːn	*weljōn	60	Proto-Germanic				will	*weljōn
215	v ɪ l ə	*weljōn	v ɪ l - ə ( - )	vɪlə	Wille	60	German				will	*weljōn
216	ʋ ɪ l	*weljōn	ʋ ɪ l - - ( - )	ʋɪl	will	60	English				will	*weljōn
217	ʋ ɪ l	*weljōn	ʋ ɪ l - - ( - )	ʋɪl	wil	60	Dutch				will	*weljōn
897	w e n d a n a n	*wendanan	w e n d a n ( a n )	wendanan	*wendanan	247	Proto-Germanic				wind	*wendanan
898	v ɪ n d ə n	*wendanan	v ɪ n d ə n ( - - )	vɪndən	winden	247	German				wind	*wendanan
899	ʋ ɪ n d	*wendanan	ʋ ɪ n d - - ( - - )	ʋɪnd	wind	247	English				wind	*wendanan
900	ʋ ɪ n d ə	*wendanan	ʋ ɪ n d ə - ( - - )	ʋɪndə	winden	247	Dutch				wind	*wendanan
274	w e n t r u z	*wentruz	w e n t - r ( u z )	wentruz	*wentruz	76	Proto-Germanic				winter	*wentruz
275	v ɪ n t ə r	*wentruz	v ɪ n t ə r ( - - )	vɪntər	Winter	76	German				winter	*wentruz
276	ʋ ɪ n t ə r	*wentruz	ʋ ɪ n t ə r ( - - )	ʋɪntər	winter	76	English				winter	*wentruz
277	ʋ ɪ n t ə r	*wentruz	ʋ ɪ n t ə r ( - - )	ʋɪntər	winter	76	Dutch				winter	*wentruz
1269	w ai θ i z	*waiθiz	w ai θ ( i z )	waiθiz	*waiθiz	349	Proto-Germanic				withy	*waiθiz
1270	v ai d ə	*waiθiz	v ai d ( ə - )	vaidə	Weide	349	German				withy	*waiθiz
1271	ʋ ɪ ð ɪ	*waiθiz	ʋ ɪ ð ( ɪ - )	ʋɪðɪ	withy	349	English				withy	*waiθiz
1272	ʋ ɛɪ d ə	*waiθiz	ʋ ɛɪ d ( ə - )	ʋɛɪdə	weide	349	Dutch				withy	*waiθiz
701	w a l θ u z	*walθuz	w a l θ ( u z )	walθuz	*walθuz	193	Proto-Germanic				wold	*walθuz
702	v a l t	*walθuz	v a l d ( - - )	valt	Wald	193	German				wold	*walθuz
703	ʋ əʊ l d	*walθuz	ʋ əʊ l d ( - - )	ʋəʊld	wold	193	English				wold	*walθuz
704	ʋ ɑu t	*walθuz	ʋ ɑu - t ( - - )	ʋɑut	woud	193	Dutch				wold	*walθuz
1524	w u l f a z	*wulfaz	w u l f ( a z )	wulfaz	*wulfaz	418	Proto-Germanic				wolf	*wulfaz
1525	v ɔ l f	*wulfaz	v ɔ l f ( - - )	vɔlf	Wolf	418	German				wolf	*wulfaz
1526	ʋ ʊ l f	*wulfaz	ʋ ʊ l f ( - - )	ʋʊlf	wolf	418	English				wolf	*wulfaz
1527	ʋ ɔ l f	*wulfaz	ʋ ɔ l f ( - - )	ʋɔlf	wolf	418	Dutch				wolf	*wulfaz
1048	w u n d r a n	*wundran	w u n d - r ( a n )	wundran	*wundran	288	Proto-Germanic	MT			wonder	*wundran
1049	v ʊ n d ə r	*wundran	v ʊ n d ə r ( - - )	vʊndər	Wunder	288	German	MT			wonder	*wundran
1050	ʋ ʌ n d ə r	*wundran	ʋ ʌ n d ə r ( - - )	ʋʌndər	wonder	288	English	MT			wonder	*wundran
1051	ʋ ɔ n d ə r	*wundran	ʋ ɔ n d ə r ( - - )	ʋɔndər	wonder	288	Dutch	MT			wonder	*wundran
1483	w u lː o	*wullo	w u lː o	wullo	*wullo	407	Proto-Germanic				wool	*wullo
1484	v ɔ l ə	*wullo	v ɔ l ə	vɔlə	Wolle	407	German				wool	*wullo
1485	ʋ ʊ l	*wullo	ʋ ʊ l -	ʋʊl	wool	407	English				wool	*wullo
1486	ʋ ɔ l	*wullo	ʋ ɔ l -	ʋɔl	wol	407	Dutch				wool	*wullo
232	w u r d a n	*wurdan	w u r d ( a n )	wurdan	*wurdan	65	Proto-Germanic				word	*wurdan
233	v ɔ r t	*wurdan	v ɔ r t ( - - )	vɔrt	Wort	65	German				word	*wurdan
234	ʋ ɜː d	*wurdan	ʋ ɜː - d ( - - )	ʋɜːd	word	65	English				word	*wurdan
235	ʋ oː r t	*wurdan	ʋ oː r t ( - - )	ʋoːrt	woord	65	Dutch				word	*wurdan
1555	w i r a + a l d i z	*wira-aldiz	w i r a l d ( i z )	wira+aldiz	*wira-aldiz	427	Proto-Germanic				world	*wira-aldiz
1556	v ɛ l t	*wira-aldiz	v ɛ - - l t ( - - )	vɛlt	Welt	427	German				world	*wira-aldiz
1557	ʋ ɜː l d	*wira-aldiz	ʋ ɜː - - l d ( - - )	ʋɜːld	world	427	English				world	*wira-aldiz
1558	ʋ eː r ə l t	*wira-aldiz	ʋ eː r ə l t ( - - )	ʋeːrəlt	wereld	427	Dutch				world	*wira-aldiz
1125	w u r m a z	*wurmaz/wurmiz	w u r m ( a z )	wurmaz/wurmiz	*wurmaz/wurmiz	309	Proto-Germanic				worm	*wurmaz/wurmiz
1126	v ʊ r m	*wurmaz/wurmiz	v ʊ r m ( - - )	vʊrm	Wurm	309	German				worm	*wurmaz/wurmiz
1127	ʋ ɜː m	*wurmaz/wurmiz	ʋ ɜː - m ( - - )	ʋɜːm	worm	309	English				worm	*wurmaz/wurmiz
1128	ʋ ɔ r m	*wurmaz/wurmiz	ʋ ɔ r m ( - - )	ʋɔrm	worm	309	Dutch				worm	*wurmaz/wurmiz
994	w r e n g a n a n	*wrenganan	w r e n g a n ( a n )	wrenganan	*wrenganan	273	Proto-Germanic				wring	*wrenganan
995	r ɪ ŋ ə n	*wrenganan	- r ɪ ŋ - ə n ( - - )	rɪŋən	ringen	273	German				wring	*wrenganan
996	r ɪ ŋ	*wrenganan	- r ɪ ŋ - - - ( - - )	rɪŋ	wring	273	English				wring	*wrenganan
997	ʋ r ɪ ŋ ə	*wrenganan	ʋ r ɪ ŋ - ə - ( - - )	ʋrɪŋə	wringen	273	Dutch				wring	*wrenganan
561	g a r n a n	*garnan	g a r n ( a n )	garnan	*garnan	154	Proto-Germanic		C v C C		yarn	*garnan
562	ɡ a r n	*garnan	ɡ a r n ( - - )	ɡarn	Garn	154	German				yarn	*garnan
563	j ɑː n	*garnan	j ɑː - n ( - - )	jɑːn	yarn	154	English				yarn	*garnan
564	x aː r ə	*garnan	x aː r - ( ə - )	xaːrə	garen	154	Dutch				yarn	*garnan
1019	j eː r a n	*jēran	j eː r ( a n )	jeːran	*jēran	280	Proto-Germanic		C V C		year	*jēran
1020	j aː r	*jēran	j aː r ( - - )	jaːr	Jahr	280	German				year	*jēran
1021	j ɪə r	*jēran	j ɪə r ( - - )	jɪər	year	280	English				year	*jēran
1022	j aː r	*jēran	j aː r ( - - )	jaːr	jaar	280	Dutch				year	*jēran
828	j u k a n	*jukan	j u k ( a n )	jukan	*jukan	228	Proto-Germanic		C V C		yoke	*jukan
829	j ɔ x	*jukan	j ɔ x ( - - )	jɔx	Joch	228	German				yoke	*jukan
830	j əʊ k	*jukan	j əʊ k ( - - )	jəʊk	yoke	228	English				yoke	*jukan
831	j ʉ k	*jukan	j ʉ k ( - - )	jʉk	juk	228	Dutch				yoke	*jukan
867	j u g u n θ i z	*jugunθiz	j u g u n θ ( i z )	jugunθiz	*jugunθiz	239	Proto-Germanic		C V c v v c		youth	*jugunθiz
868	j uː ɡ ə n t	*jugunθiz	j uː ɡ ə n d ( - - )	juːɡənt	Jugend	239	German				youth	*jugunθiz
869	j uː θ	*jugunθiz	j uː - - - θ ( - - )	juːθ	youth	239	English				youth	*jugunθiz
870	j øː x t	*jugunθiz	j øː x - - t ( - - )	jøːxt	jeugd	239	Dutch				youth	*jugunθiz
