# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	STRUCTURE	ALIGNMENT	CROSSIDS
6263	Atsi	crow (of hens)	1320	kĕ²¹te̱k⁵⁵	k ĕ ²¹ + ˀt e k ⁵⁵	i n t + i n c t	k ĕ ²¹ + ˀt e k ⁵⁵	3882 3881
7908	Maru	crow (of hens)	1320	mjaŋ³¹	m j a ŋ ³¹	i m n c t	m j a ŋ ³¹	3884
9627	Bola	crow (of hens)	1320	khɔ³⁵	kh ɔ ³⁵	i n t	kh ɔ ³⁵	3882
11209	Lashi	crow (of hens)	1320	phaːu³³	ph aːu ³³	i n t	ph aːu ³³	3883
#
560	Rangoon	crupper-strap	558	mji⁵⁵pjɑ̃⁵⁵	m j i ⁵⁵ + p j ɑ̃ ∼ ⁵⁵	i m n t + i m n c t	m j i ⁵⁵ + p j ɑ̃ ∼ ⁵⁵	3893 3894
5489	Atsi	crupper-strap	558	sai⁵⁵xaŋ⁵⁵	s a i ⁵⁵ + x a ŋ ⁵⁵	i n N t + i n c t	s a i ⁵⁵ + x a ŋ ⁵⁵	3891 3892
#
1551	Rangoon	crush to pieces	1538	tɕhe²²	tɕʰ e ²²	i n t	tɕʰ e ²²	3901
3262	Achang_Longchuan	crush to pieces	1538	tek³¹ ȵ̥uai⁵⁵	t e k ³¹ + ȵ̥ uai ⁵⁵	i n c t + i n t	t e k ³¹ + ȵ̥ uai ⁵⁵	3896 3897
6485	Atsi	crush to pieces	1538	tʃhap⁵⁵	tʃʰ a p ⁵⁵	i n c t	tʃʰ a p ⁵⁵	3898
8121	Maru	crush to pieces	1538	tʃhɛʔ⁵⁵	tʃh ɛ ʔ ⁵⁵	i n c t	tʃh ɛ ʔ ⁵⁵	3898
9847	Bola	crush to pieces	1538	la̱ʔ⁵⁵tʃɛʔ³¹	ˀl a ʔ ⁵⁵ + tʃ ɛ ʔ ³¹	i n c t + i n c t	ˀl a ʔ ⁵⁵ + tʃ ɛ ʔ ³¹	3899 3898
11409	Lashi	crush to pieces	1538	nɛ̱ː⁵³phji³³	ˀn ɛː ⁵³ + ph j i ³³	i n t + i m n t	ˀn ɛː ⁵³ + ph j i ³³	3897 3900
#
1385	Rangoon	cry	1374	ŋo²²	ŋ o ²²	i n t	ŋ o - - ²²	3906
3100	Achang_Longchuan	cry	1374	ŋau⁵⁵	ŋ au ⁵⁵	i n t	ŋ au - - ⁵⁵	3906
4585	Xiandao	cry	1374	ŋau⁵⁵	ŋ au ⁵⁵	i n t	ŋ au - - ⁵⁵	3906
6318	Atsi	cry	1374	ŋau⁵¹	ŋ a u ⁵¹	i n N t	ŋ a u - ⁵¹	3906
7958	Maru	cry	1374	ŋuk³¹	ŋ u k ³¹	i n c t	ŋ u - k ³¹	3906
9680	Bola	cry	1374	ŋau⁵⁵	ŋ au ⁵⁵	i n t	ŋ au - - ⁵⁵	3906
11258	Lashi	cry	1374	ŋaːu³¹	ŋ aːu ³¹	i n t	ŋ aːu - - ³¹	3906
11800	Old_Burmese	cry	1374	ṅuiw	ŋ ə w ²²	i n c t	ŋ ə - w ²²	3906
#
1420	Rangoon	cry / chirp (of birds)	1409	tɕu⁵⁵jĩ⁵³	tɕ u ⁵⁵ + /ʔ j ĩ ∼ ⁵³	i n t + i m n c t	tɕ u ⁵⁵ + /ʔ j ĩ ∼ ⁵³	3916 3915
3134	Achang_Longchuan	cry / chirp (of birds)	1409	mʐəŋ⁵⁵	m ʐ ə ŋ ⁵⁵	i m n c t	m ʐ ə ŋ ⁵⁵	3915
4616	Xiandao	cry / chirp (of birds)	1409	mɯŋ⁵⁵	m ɯ ŋ ⁵⁵	i n c t	m - ɯ ŋ ⁵⁵	3915
6352	Atsi	cry / chirp (of birds)	1409	mjiŋ⁵¹	m j i ŋ ⁵¹	i m n c t	m j i ŋ ⁵¹	3915
7992	Maru	cry / chirp (of birds)	1409	mjaŋ³¹	m j a ŋ ³¹	i m n c t	m j a ŋ ³¹	3915
9715	Bola	cry / chirp (of birds)	1409	mjaŋ⁵⁵	m j a ŋ ⁵⁵	i m n c t	m j a ŋ ⁵⁵	3915
11289	Lashi	cry / chirp (of birds)	1409	mjəːŋ³¹	m j əː ŋ ³¹	i m n c t	m j əː ŋ ³¹	3915
#
825	Rangoon	cubit	822	tɑ̃u²²	t ɑ̃ u ∼ ²²	i n N c t	t ɑ̃ u ∼ ²²	3925
2581	Achang_Longchuan	cubit	822	suak³⁵	s ua k ³⁵	i n c t	s ua k ³⁵	3924
4148	Xiandao	cubit	822	sɔk³⁵	s ɔ k ³⁵	i n c t	s ɔ k ³⁵	3924
5754	Atsi	cubit	822	tuŋ⁵¹	t u ŋ ⁵¹	i n c t	t u - ŋ ⁵¹	3925
7457	Maru	cubit	822	tauŋ⁵⁵	t au ŋ ⁵⁵	i n c t	t au - ŋ ⁵⁵	3925
9137	Bola	cubit	822	tauŋ³⁵	t au ŋ ³⁵	i n c t	t au - ŋ ³⁵	3925
10785	Lashi	cubit	822	tuŋ³³	t u ŋ ³³	i n c t	t u - ŋ ³³	3925
#
327	Rangoon	cuckoo	325	oʔ⁴ɔ⁵⁵	/ʔ o ʔ ⁴ + /ʔ ɔ ⁵⁵	i n c t + i n t	/ʔ o ʔ ⁴ + /ʔ ɔ ⁵⁵	3935 3936
2130	Achang_Longchuan	cuckoo	325	kut⁵⁵tun⁵⁵m̥ɔʔ⁵⁵	k u t ⁵⁵ + t u n ⁵⁵ + m̥ ɔ ʔ ⁵⁵	i n c t + i n c t + i n c t	k u t ⁵⁵ + t - u n ⁵⁵ + m̥ ɔ ʔ ⁵⁵	3932 3933 3934
3778	Xiandao	cuckoo	325	kuk⁵⁵tun⁵⁵	k u k ⁵⁵ + t u n ⁵⁵	i n c t + i n c t	k u k ⁵⁵ + t - u n ⁵⁵	3932 3933
5261	Atsi	cuckoo	325	pu̱k⁵⁵tun²¹	ˀp u k ⁵⁵ + t u n ²¹	i n c t + i n c t	ˀp u k ⁵⁵ + t - u n ²¹	3932 3933
7016	Maru	cuckoo	325	ku̱k⁵⁵tui³¹	ˀk u k ⁵⁵ + t u i ³¹	i n c t + i m n t	ˀk u k ⁵⁵ + t u i - ³¹	3932 3933
8653	Bola	cuckoo	325	kuk⁵⁵tui³¹	k u k ⁵⁵ + t ui ³¹	i n c t + i n t	k u k ⁵⁵ + t - ui - ³¹	3932 3933
10365	Lashi	cuckoo	325	kuk⁵⁵ty³³	k u k ⁵⁵ + t y ³³	i n c t + i n t	k u k ⁵⁵ + t - y - ³³	3932 3933
#
1732	Rangoon	cucumber	1715	tθɑ⁵³khwɑ⁵⁵tθi⁵⁵	tθ ɑ ⁵³ + kʰ w ɑ ⁵⁵ + tθ i ⁵⁵	i n t + i m n t + i n t	tθ ɑ ⁵³ + kʰ w ɑ ⁵⁵ + tθ i ⁵⁵	3951 3949 3952
3431	Achang_Longchuan	cucumber	1715	tiaŋ³¹xo³¹	t i a ŋ ³¹ + x o ³¹	i m n c t + i n t	t i a ŋ ³¹ + x - o ³¹	3948 3949
4888	Xiandao	cucumber	1715	choŋ³¹xo³¹	ch o ŋ ³¹ + x o ³¹	i n c t + i n t	ch - o ŋ ³¹ + x - o ³¹	3948 3949
6667	Atsi	cucumber	1715	tuŋ⁵¹kho²¹	t u ŋ ⁵¹ + kʰ o ²¹	i n c t + i n t	t - u ŋ ⁵¹ + kʰ - o ²¹	3948 3949
8298	Maru	cucumber	1715	lə̆³¹khu³⁵	l ə̆ ³¹ + kh u ³⁵	i n t + i n t	l ə̆ ³¹ + kh - u ³⁵	3950 3949
10025	Bola	cucumber	1715	taŋ⁵⁵khɔ³¹	t a ŋ ⁵⁵ + kh ɔ ³¹	i n c t + i n t	t - a ŋ ⁵⁵ + kh - ɔ ³¹	3948 3949
11557	Lashi	cucumber	1715	tu̱ŋ³¹khɔ⁵⁵	ˀt u ŋ ³¹ + kh ɔ ⁵⁵	i n c t + i n t	ˀt - u ŋ ³¹ + kh - ɔ ⁵⁵	3948 3949
#
1405	Rangoon	cuddle / embrace	1394	thwe⁵⁵pɑiʔ⁴	tʰ w e ⁵⁵ + p ɑi ʔ ⁴	i m n t + i n c t	tʰ w e ⁵⁵ + p ɑi ʔ ⁴	3967 3968
3119	Achang_Longchuan	cuddle / embrace	1394	kʐuat³⁵	k ʐ ua t ³⁵	i m n c t	k ʐ ua t ³⁵	3964
4603	Xiandao	cuddle / embrace	1394	kɔt³⁵	k ɔ t ³⁵	i n c t	k - ɔ t ³⁵	3964
6337	Atsi	cuddle / embrace	1394	po̱⁵¹	ˀp o ⁵¹	i n t	ˀp o ⁵¹	3965
7977	Maru	cuddle / embrace	1394	pɔ̱³¹tsaŋ³¹	ˀp ɔ ³¹ + ts a ŋ ³¹	i n t + i n c t	ˀp ɔ ³¹ + ts a ŋ ³¹	3965 3966
9700	Bola	cuddle / embrace	1394	pa̱⁵⁵	ˀp a ⁵⁵	i n t	ˀp a ⁵⁵	3965
11277	Lashi	cuddle / embrace	1394	pɔ̱ː³³	ˀp ɔː ³³	i n t	ˀp ɔː ³³	3965
#
495	Rangoon	cupboard / cabinet	493	bi²²do²²	b i ²² + d o ²²	i n t + i n t	b i ²² + d o ²²	3976 3977
2283	Achang_Longchuan	cupboard / cabinet	493	kui³⁵	k ui ³⁵	i n t	k ui ³⁵	3974
7166	Maru	cupboard / cabinet	493	ku̱i³⁵	ˀk ui ³⁵	i n t	ˀk ui ³⁵	3974
8814	Bola	cupboard / cabinet	493	pɔn³⁵	p ɔ n ³⁵	i n c t	p ɔ n ³⁵	3975
#
916	Rangoon	curved / crooked / bent	913	kɑuʔ⁴	k ɑ u ʔ ⁴	i n N c t	k ɑ u ʔ ⁴	3980
2673	Achang_Longchuan	curved / crooked / bent	913	kok⁵⁵	k o k ⁵⁵	i n c t	k o - k ⁵⁵	3980
4229	Xiandao	curved / crooked / bent	913	koʔ³⁵	k o ʔ ³⁵	i n c t	k o - ʔ ³⁵	3980
5848	Atsi	curved / crooked / bent	913	koi⁵⁵	k o i ⁵⁵	i n N t	k o i - ⁵⁵	3980
7547	Maru	curved / crooked / bent	913	ŋa̱uk³¹	ˀŋ au k ³¹	i n c t	ˀŋ au k ³¹	3982
9228	Bola	curved / crooked / bent	913	kuŋ³⁵	k u ŋ ³⁵	i n c t	k u ŋ ³⁵	3981
10874	Lashi	curved / crooked / bent	913	kɔːi⁵⁵	k ɔːi ⁵⁵	i n t	k ɔːi - - ⁵⁵	3980
#
1596	Rangoon	curved, become / bent	1581	kwe⁵⁵	k w e ⁵⁵	i m n t	k w e ⁵⁵	3990
3306	Achang_Longchuan	curved, become / bent	1581	kok⁵⁵	k o k ⁵⁵	i n c t	k o - k ⁵⁵	3980
4775	Xiandao	curved, become / bent	1581	koʔ³⁵	k o ʔ ³⁵	i n c t	k o - ʔ ³⁵	3980
6531	Atsi	curved, become / bent	1581	koi⁵⁵	k o i ⁵⁵	i n N t	k o i - ⁵⁵	3980
8166	Maru	curved, become / bent	1581	kɔ̱i³¹	ˀk ɔi ³¹	i n t	ˀk ɔi - - ³¹	3980
9892	Bola	curved, become / bent	1581	ŋa̱uʔ⁵⁵	ˀŋ au ʔ ⁵⁵	i n c t	ˀŋ au ʔ ⁵⁵	3989
11448	Lashi	curved, become / bent	1581	kɔːi⁵⁵	k ɔːi ⁵⁵	i n t	k ɔːi - - ⁵⁵	3980
#
1244	Rangoon	cut (meat)	1237	ɬi⁵⁵ phjɑʔ⁴	ɬ i ⁵⁵ + pʰ j ɑ ʔ ⁴	i n t + i m n c t	ɬ i ⁵⁵ + pʰ j ɑ ʔ ⁴	3998 3999
2978	Achang_Longchuan	cut (meat)	1237	xa³¹	x a ³¹	i n t	x a ³¹	3996
4487	Xiandao	cut (meat)	1237	jam³¹	/ʔ j a m ³¹	i m n c t	/ʔ j a m ³¹	3997
6176	Atsi	cut (meat)	1237	jam²¹	/ʔ j a m ²¹	i m n c t	/ʔ j a m ²¹	3997
7834	Maru	cut (meat)	1237	la̱i³⁵	ˀl ai ³⁵	i n t	ˀl ai ³⁵	3998
11143	Lashi	cut (meat)	1237	ja̱ːm⁵⁵	ˀ/ʔ j aː m ⁵⁵	i m n c t	ˀ/ʔ j aː m ⁵⁵	3997
#
1072	Rangoon	cut (paper, cloth)	1068	phjɑʔ⁴	pʰ j ɑ ʔ ⁴	i m n c t	pʰ j ɑ ʔ ⁴	4007
2821	Achang_Longchuan	cut (paper, cloth)	1068	xa³¹	x a ³¹	i n t	x a ³¹	4004
4351	Xiandao	cut (paper, cloth)	1068	jam³¹	/ʔ j a m ³¹	i m n c t	/ʔ j a m ³¹	4008
6007	Atsi	cut (paper, cloth)	1068	tsen²¹	ts e n ²¹	i n c t	ts e n ²¹	4005
7681	Maru	cut (paper, cloth)	1068	ȵɛ̱³⁵	ˀȵ ɛ ³⁵	i n t	ˀȵ ɛ ³⁵	4006
9382	Bola	cut (paper, cloth)	1068	tʃɛn³¹	tʃ ɛ n ³¹	i n c t	tʃ ɛ n ³¹	4005
11001	Lashi	cut (paper, cloth)	1068	tsiːn³³	ts iː n ³³	i n c t	ts iː n ³³	4005
#
1595	Rangoon	cut / gouge out	1580	kɔ²²	k ɔ ²²	i n t	k ɔ ²²	4014
4774	Xiandao	cut / gouge out	1580	kʐak³⁵	kʐ a k ³⁵	i n c t	kʐ a k ³⁵	4015
6530	Atsi	cut / gouge out	1580	vɤk²¹	v ɤ k ²¹	i n c t	v ɤ k ²¹	4012
8165	Maru	cut / gouge out	1580	kja̱uŋ³⁵	ˀk j au ŋ ³⁵	i m n c t	ˀk j au ŋ ³⁵	2811
11447	Lashi	cut / gouge out	1580	kjɔ̱ːŋ⁵⁵	ˀk j ɔː ŋ ⁵⁵	i m n c t	ˀk j ɔː ŋ ⁵⁵	2811
#
1460	Rangoon	cut / rip open	1449	khwɛ⁵⁵	kʰ w ɛ ⁵⁵	i m n t	kʰ w ɛ ⁵⁵	4021
3171	Achang_Longchuan	cut / rip open	1449	thiak³⁵	tʰ i a k ³⁵	i m n c t	tʰ i a k ³⁵	4018
4652	Xiandao	cut / rip open	1449	phʐak³⁵	phʐ a k ³⁵	i n c t	phʐ a k ³⁵	4022
6392	Atsi	cut / rip open	1449	khoʔ⁵⁵	kʰ o ʔ ⁵⁵	i n c t	kʰ o ʔ ⁵⁵	4019
8030	Maru	cut / rip open	1449	khɔʔ⁵⁵	kh ɔ ʔ ⁵⁵	i n c t	kh ɔ ʔ ⁵⁵	4019
9754	Bola	cut / rip open	1449	thuŋ⁵⁵	th u ŋ ⁵⁵	i n c t	th u ŋ ⁵⁵	4020
11326	Lashi	cut / rip open	1449	khɔːʔ⁵⁵	kh ɔː ʔ ⁵⁵	i n c t	kh ɔː ʔ ⁵⁵	4019
#
2980	Achang_Longchuan	cut off / sever	1835	ʑit⁵⁵	ʑ i t ⁵⁵	i n c t	ʑ - i t ⁵⁵	4026
4489	Xiandao	cut off / sever	1835	phɛt⁵⁵ jam³¹	ph ɛ t ⁵⁵ + /ʔ j a m ³¹	i n c t + i m n c t	ph - ɛ t ⁵⁵ + /ʔ j a m ³¹	4026 3997
6178	Atsi	cut off / sever	1835	jam²¹pjit⁵⁵	/ʔ j a m ²¹ + p j i t ⁵⁵	i m n c t + i m n c t	/ʔ j a m ²¹ + p j i t ⁵⁵	3997 4026
7836	Maru	cut off / sever	1835	la̱i³⁵phjik⁵⁵	ˀl ai ³⁵ + ph j i k ⁵⁵	i n t + i m n c t	ˀl ai ³⁵ + ph j i k ⁵⁵	3998 4026
9544	Bola	cut off / sever	1835	la̱i³⁵phjɔt⁵⁵	ˀl ai ³⁵ + ph j ɔ t ⁵⁵	i n t + i m n c t	ˀl ai ³⁵ + ph j ɔ t ⁵⁵	3998 4026
11145	Lashi	cut off / sever	1835	ja̱ːm⁵⁵phjit⁵⁵	ˀ/ʔ j aː m ⁵⁵ + ph j i t ⁵⁵	i m n c t + i m n c t	ˀ/ʔ j aː m ⁵⁵ + ph j i t ⁵⁵	3997 4026
#
1824	Rangoon	cut off / sever (intransitive) (note:+intr)	1806	pjɑʔ⁴	p j ɑ ʔ ⁴	i m n c t	p j ɑ ʔ ⁴	4038
#
1823	Rangoon	cut off / sever (transitive) (note:+tran)	1805	phjɑʔ⁴	pʰ j ɑ ʔ ⁴	i m n c t	pʰ j ɑ ʔ ⁴	4040
#
1473	Rangoon	cut up (vegetable)	1462	ɬi⁵⁵	ɬ i ⁵⁵	i n t	ɬ i ⁵⁵	4045
3184	Achang_Longchuan	cut up (vegetable)	1462	tsuai⁵⁵	ts uai ⁵⁵	i n t	ts uai ⁵⁵	4042
4665	Xiandao	cut up (vegetable)	1462	tsɔi⁵⁵	ts ɔi ⁵⁵	i n t	ts ɔi ⁵⁵	4042
6405	Atsi	cut up (vegetable)	1462	xum⁵¹	x u m ⁵¹	i n c t	x u m ⁵¹	12791
8043	Maru	cut up (vegetable)	1462	xam³¹	x a m ³¹	i n c t	x a m ³¹	12791
9767	Bola	cut up (vegetable)	1462	nai⁵⁵	n ai ⁵⁵	i n t	n ai ⁵⁵	4044
11337	Lashi	cut up (vegetable)	1462	ʃu̱ːm³³	ˀʃ uː m ³³	i n c t	ˀʃ uː m ³³	12791
#
622	Rangoon	cymbals	620	lĩ⁵⁵kwĩ⁵⁵	l ĩ ∼ ⁵⁵ + k w ĩ ∼ ⁵⁵	i n c t + i m n c t	l ĩ ∼ ⁵⁵ + k w ĩ ∼ ⁵⁵	4056 4057
2400	Achang_Longchuan	cymbals	620	tʂham³¹tʂhai³⁵	tʂʰ a m ³¹ + tʂʰ ai ³⁵	i n c t + i n t	tʂʰ a m ³¹ + tʂʰ ai ³⁵	4050 4051
5548	Atsi	cymbals	620	tʃa̱p⁵⁵tʃheŋ⁵⁵tʃhep⁵⁵tʃheŋ	ˀtʃ a p ⁵⁵ + tʃʰ e ŋ ⁵⁵ + tʃʰ e p ⁵⁵ + tʃʰ e ŋ	i n c t + i n c t + i n c t + i n c	ˀtʃ a p ⁵⁵ + tʃʰ e ŋ ⁵⁵ + tʃʰ e p ⁵⁵ + tʃʰ e ŋ -	4052 4053 4054 4055
7275	Maru	cymbals	620	tʃhaŋ⁵⁵tʃhɛʔ³¹	tʃh a ŋ ⁵⁵ + tʃh ɛ ʔ ³¹	i n c t + i n c t	tʃh a ŋ ⁵⁵ + tʃh ɛ ʔ ³¹	4055 4052
8937	Bola	cymbals	620	tʃhaŋ³¹tʃhɛʔ⁵⁵	tʃh a ŋ ³¹ + tʃh ɛ ʔ ⁵⁵	i n c t + i n c t	tʃh a ŋ ³¹ + tʃh ɛ ʔ ⁵⁵	4055 4052
10611	Lashi	cymbals	620	tʃa̱p⁵⁵tʃhəŋ⁵³	ˀtʃ a p ⁵⁵ + tʃh ə ŋ ⁵³	i n c t + i n c t	ˀtʃ a p ⁵⁵ + tʃh ə ŋ ⁵³	4052 4055
#
365	Rangoon	cypress	363	tɕɑuʔ⁴pɑ̃⁵⁵	tɕ ɑ u ʔ ⁴ + p ɑ̃ ∼ ⁵⁵	i n N c t + i n c t	tɕ ɑ u ʔ ⁴ + p ɑ̃ ∼ ⁵⁵	4065 4066
#
3263	Achang_Longchuan	damage / spoil	1839	kʐəʔ⁵⁵	k ʐ ə ʔ ⁵⁵	i m n c t	k ʐ ə ʔ ⁵⁵	4068
4733	Xiandao	damage / spoil	1839	kʐaʔ⁵⁵	kʐ a ʔ ⁵⁵	i n c t	kʐ - a ʔ ⁵⁵	4068
6486	Atsi	damage / spoil	1839	lo̱ʔ⁵⁵ then²¹	ˀl o ʔ ⁵⁵ + tʰ e n ²¹	i n c t + i n c t	ˀl o ʔ ⁵⁵ + tʰ e n ²¹	10305 4070
8122	Maru	damage / spoil	1839	lɔ̱ʔ⁵⁵xum⁵⁵	ˀl ɔ ʔ ⁵⁵ + x u m ⁵⁵	i n c t + i n c t	ˀl ɔ ʔ ⁵⁵ + x u m ⁵⁵	10305 4071
9848	Bola	damage / spoil	1839	la̱ʔ⁵⁵xɔn³⁵	ˀl a ʔ ⁵⁵ + x ɔ n ³⁵	i n c t + i n c t	ˀl a ʔ ⁵⁵ + x ɔ n ³⁵	10305 4071
11410	Lashi	damage / spoil	1839	lɔ̱ːʔ⁵⁵phjɔːʔ⁵⁵	ˀl ɔː ʔ ⁵⁵ + ph j ɔː ʔ ⁵⁵	i n c t + i m n c t	ˀl ɔː ʔ ⁵⁵ + ph j ɔː ʔ ⁵⁵	10305 4072
#
1830	Rangoon	damage / spoil (intransitive)	1812	pjɛʔ⁴si⁵⁵	p j ɛ ʔ ⁴ + s i ⁵⁵	i m n c t + i n t	p j ɛ ʔ ⁴ + s i ⁵⁵	4079 4080
#
1829	Rangoon	damage / spoil (transitive)	1811	phjɛʔ⁴shi⁵⁵	pʰ j ɛ ʔ ⁴ + sʰ i ⁵⁵	i m n c t + i n t	pʰ j ɛ ʔ ⁴ + sʰ i ⁵⁵	4082 4083
#
1457	Rangoon	damaged, be (house) / cave in	1446	pjɛʔ⁴	p j ɛ ʔ ⁴	i m n c t	p j ɛ ʔ ⁴	9953
3168	Achang_Longchuan	damaged, be (house) / cave in	1446	kʐop⁵⁵	k ʐ o p ⁵⁵	i m n c t	k ʐ o p ⁵⁵	4085
4649	Xiandao	damaged, be (house) / cave in	1446	tʐoŋ³¹	tʐ o ŋ ³¹	i n c t	tʐ o ŋ ³¹	4090
6389	Atsi	damaged, be (house) / cave in	1446	tʃeʔ²¹	tʃ e ʔ ²¹	i n c t	tʃ e ʔ ²¹	1037
8027	Maru	damaged, be (house) / cave in	1446	ɣum³¹	ɣ u m ³¹	i n c t	ɣ u m ³¹	4088
9751	Bola	damaged, be (house) / cave in	1446	tʃak³¹	tʃ a k ³¹	i n c t	tʃ a k ³¹	1037
11323	Lashi	damaged, be (house) / cave in	1446	pjɔːʔ³¹	p j ɔː ʔ ³¹	i m n c t	p j ɔː ʔ ³¹	9953
11870	Old_Burmese	damaged, be (house) / cave in	1446	cut	tɕ u t ⁴	i n c t	tɕ u t ⁴	4089
#
618	Rangoon	dance	616	ɑ⁵³kɑ⁵³	/ʔ ɑ ⁵³ + k ɑ ⁵³	i n t + i n t	/ʔ ɑ ⁵³ + k ɑ - ⁵³	4101 4095
1573	Rangoon	dance	616	kɑ⁵³	k ɑ ⁵³	i n t	k ɑ - ⁵³	4095
3285	Achang_Longchuan	dance	616	tseŋ⁵⁵kɔʔ⁵⁵	ts e ŋ ⁵⁵ + k ɔ ʔ ⁵⁵	i n c t + i n c t	ts e ŋ ⁵⁵ + k ɔ ʔ ⁵⁵	4094 4095
3986	Xiandao	dance	616	pɔi⁵⁵kɔ³⁵	p ɔi ⁵⁵ + k ɔ ³⁵	i n t + i n t	p ɔi ⁵⁵ + k ɔ - ³⁵	5971 4095
4755	Xiandao	dance	616	pɔi⁵⁵kɔ³⁵	p ɔi ⁵⁵ + k ɔ ³⁵	i n t + i n t	p ɔi ⁵⁵ + k ɔ - ³⁵	5971 4095
5545	Atsi	dance	616	mə̆²¹khon⁵¹ko⁵⁵	m ə̆ ²¹ + kʰ o n ⁵¹ + k o ⁵⁵	i n t + i n c t + i n t	m ə̆ ²¹ + kʰ o n ⁵¹ + k o - ⁵⁵	15385 4097 4095
6508	Atsi	dance	616	mĕ²¹khon⁵¹ko⁵⁵	m ĕ ²¹ + kʰ o n ⁵¹ + k o ⁵⁵	i n t + i n c t + i n t	m ĕ ²¹ + kʰ o n ⁵¹ + k o - ⁵⁵	19654 4103 4095
7271	Maru	dance	616	mə̆³¹khɔn⁵⁵kɔ⁵⁵	m ə̆ ³¹ + kh ɔ n ⁵⁵ + k ɔ ⁵⁵	i n t + i n c t + i n t	m ə̆ ³¹ + kh ɔ n ⁵⁵ + k ɔ - ⁵⁵	15385 4100 4095
8144	Maru	dance	616	mə̆²¹khɔn⁵⁵kɔ⁵⁵	m ə̆ ²¹ + kh ɔ n ⁵⁵ + k ɔ ⁵⁵	i n t + i n c t + i n t	m ə̆ ²¹ + kh ɔ n ⁵⁵ + k ɔ - ⁵⁵	19655 4105 4095
8934	Bola	dance	616	mə̆³¹khɔn⁵⁵ka⁵⁵	m ə̆ ³¹ + kh ɔ n ⁵⁵ + k a ⁵⁵	i n t + i n c t + i n t	m ə̆ ³¹ + kh ɔ n ⁵⁵ + k a - ⁵⁵	15385 4098 4095
9870	Bola	dance	616	mə̆³¹khɔn⁵⁵ka³⁵	m ə̆ ³¹ + kh ɔ n ⁵⁵ + k a ³⁵	i n t + i n c t + i n t	m ə̆ ³¹ + kh ɔ n ⁵⁵ + k a - ³⁵	15385 4104 19652
10608	Lashi	dance	616	tsəŋ³¹ko⁵⁵	ts ə ŋ ³¹ + k o ⁵⁵	i n c t + i n t	ts ə ŋ ³¹ + k o - ⁵⁵	4099 4095
11429	Lashi	dance	616	kɔː⁵⁵	k ɔː ⁵⁵	i n t	k ɔː - ⁵⁵	19653
12011	Old_Burmese	dance	616	kaʔ	k a ⁵³	i n t	k a - ⁵³	4095
#
647	Rangoon	danger	645	ɑ̃²²tɑ⁵³jɛ²²	/ʔ ɑ̃ ∼ ²² + t ɑ ⁵³ + /ʔ j ɛ ²²	i n c t + i n t + i m n t	/ʔ ɑ̃ ∼ ²² + t ɑ ⁵³ + /ʔ j ɛ ²²	4130 4131 4132
8960	Bola	danger	645	saŋ³⁵kha³¹saŋ³⁵lɛ̱ʔ⁵⁵	s a ŋ ³⁵ + kh a ³¹ + s a ŋ ³⁵ + ˀl ɛ ʔ ⁵⁵	i n c t + i n t + i n c t + i n c t	s a ŋ ³⁵ + kh a ³¹ + s a ŋ ³⁵ + ˀl ɛ ʔ ⁵⁵	4126 4127 4128 4129
#
1240	Rangoon	dare	1233	jɛ⁵⁵	/ʔ j ɛ ⁵⁵	i m n t	/ʔ j ɛ ⁵⁵	4137
2974	Achang_Longchuan	dare	1233	kaiʔ³¹	k ai ʔ ³¹	i n c t	k ai ʔ ³¹	4134
4484	Xiandao	dare	1233	ka³⁵	k a ³⁵	i n t	k a - ³⁵	4134
6172	Atsi	dare	1233	ʒip⁵⁵	ʒ i p ⁵⁵	i n c t	ʒ i p ⁵⁵	4135
7831	Maru	dare	1233	vɛ̃⁵⁵	v ɛ̃ ∼ ⁵⁵	i n c t	v - ɛ̃ ∼ ⁵⁵	4136
9539	Bola	dare	1233	vɛ̃³⁵	v ɛ̃ ∼ ³⁵	i n c t	v - ɛ̃ ∼ ³⁵	4136
11140	Lashi	dare	1233	wuːm⁵⁵	/ʔ w uː m ⁵⁵	i m n c t	/ʔ w uː m ⁵⁵	4136
#
925	Rangoon	dark	922	m̥ɑ̃u²²	m̥ ɑ̃ u ∼ ²²	i n N c t	m̥ ɑ̃ u ∼ ²²	4151
2682	Achang_Longchuan	dark	922	ɕin⁵⁵	ɕ i n ⁵⁵	i n c t	ɕ i n ⁵⁵	4142
4238	Xiandao	dark	922	kɯn⁵⁵	k ɯ n ⁵⁵	i n c t	k ɯ n ⁵⁵	4142
5857	Atsi	dark	922	noʔ²¹	n o ʔ ²¹	i n c t	n o ʔ ²¹	1291
7556	Maru	dark	922	nɔʔ³¹	n ɔ ʔ ³¹	i n c t	n ɔ ʔ ³¹	1291
9237	Bola	dark	922	naʔ³¹	n a ʔ ³¹	i n c t	n a ʔ ³¹	1291
11802	Old_Burmese	dark	922	mho₂ṅ	m̥ ʊ ŋ ²²	i n c t	m̥ ʊ - ŋ ²²	4151
#
1568	Rangoon	dark, get	1555	m̥ɑ̃u²²	m̥ ɑ̃ u ∼ ²²	i n N c t	m̥ ɑ̃ u ∼ ²²	4151
